417,113,30
418,127,36
419,110,40
420,-103,21
421,106,29
422,116,34
423,73,19
424,118,30
425,113,23
426,-35,-8
427,127,35
428,-2,7
429,104,26
430,105,30
431,105,-3
432,36,50
433,43,36
434,-112,34
435,71,30
436,-102,21
437,90,23
438,78,27
439,105,27
440,33,16
441,73,22
442,83,55
443,-68,10
444,121,32
445,114,28
446,48,-19
447,136,35
448,68,25
449,51,36
450,130,34
451,74,32
452,118,36
453,46,38
454,120,37
455,15,-4
456,106,38
457,111,22
458,77,43
459,-51,-30
460,116,28
461,140,36
462,55,25
463,-48,-1
464,61,57
465,119,-5
466,110,23
467,12,48
468,-64,-31
469,-106,32
470,-99,29
471,115,36
472,9,45
473,-117,33
474,100,39
475,107,-7
476,114,38
477,122,41
478,126,42
479,127,45
480,74,20
481,118,32
482,74,19
483,27,-12
484,77,28
485,37,37
486,113,26
487,129,48
488,44,56
489,-56,-35
490,28,-15
491,118,36
492,73,19
493,107,30
494,113,34
495,-49,-17
496,119,26
497,14,50
498,115,28
499,-103,21
500,105,12
